Symbol,LTP,SMMA20,SMMA120,RSI,Signal,Confidence,Reason,Historical Rows,Scan Time
INOXWIND-EQ,74.0,80.86,95.07,34.97,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:11:02
ELECTCAST-EQ,73.56,74.4,75.58,49.73,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:11:05
BCONCEPTS-EQ,172.0,189.08,239.06,36.71,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:11:06
MID150BEES-EQ,243.29,237.91,228.53,65.38,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:11:08
EPL-EQ,243.64,231.24,218.76,61.57,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:11:09
PARADEEP-EQ,147.48,141.59,133.53,55.28,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:11:12
THEINVEST-EQ,97.7,98.36,103.26,48.77,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:11:15
BANKBETF-EQ,58.68,58.18,58.07,54.21,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:11:16
JAYNECOIND-EQ,90.67,90.1,86.48,51.95,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:11:37
PLATIND-EQ,221.5,227.55,228.1,44.39,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:11:40
CROWN-EQ,107.33,113.58,121.48,37.14,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:11:43
MOREPENLAB-EQ,73.46,61.46,46.55,64.3,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:11:46
BSE500IETF-EQ,39.97,39.32,38.78,60.52,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:11:48
VMM-EQ,107.66,112.72,119.2,39.7,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:11:53
NIACL-EQ,181.09,174.68,159.24,55.85,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:11:55
PRAJIND-EQ,324.35,334.27,334.79,45.42,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:12:00
SHREDIGCEM-EQ,71.12,73.18,74.64,41.43,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:12:04
NTPCGREEN-EQ,92.46,93.99,95.86,47.72,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:12:07
VINEETLAB-EQ,38.99,36.76,34.43,57.26,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:12:08
VSSL-EQ,331.1,301.56,273.05,67.91,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:12:12
LEMONTREE-EQ,109.16,112.45,121.81,42.23,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:12:15
SHANTIGEAR-EQ,400.0,423.82,446.04,31.13,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:12:20
INNOVANA-EQ,324.0,330.97,365.17,46.76,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:12:23
GODIGIT-EQ,262.05,281.93,313.81,40.23,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:12:25
HERANBA-EQ,172.0,180.87,200.7,36.55,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:12:26
KROSS-EQ,204.77,196.2,192.21,56.32,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:12:28
RALLIS-EQ,209.41,224.16,248.1,31.68,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:12:32
SONATSOFTW-EQ,323.45,304.66,292.03,55.08,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:12:33
IFGLEXPOR-EQ,212.05,207.17,187.44,51.07,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:12:36
BSL-EQ,122.51,125.63,130.88,40.3,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:12:39
CONSUMAXIS-EQ,124.8,121.88,119.21,60.19,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:12:40
NYKAA-EQ,326.0,318.09,276.38,51.89,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:12:42
SMARTWORKS-EQ,490.2,473.63,450.05,57.09,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:12:44
CUB-EQ,215.85,212.92,204.88,51.2,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:12:53
MSCIADD-EQ,30.5,29.69,29.48,61.05,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,166,2026-08-12 20:12:56
GROWWMC150-EQ,232.18,230.16,221.38,51.73,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:12:57
DMCC-EQ,302.9,272.94,254.07,64.92,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:12:58
JAINREC-EQ,303.0,340.63,392.26,33.16,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:13:00
MWL-EQ,41.6,38.14,31.96,65.87,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:13:01
CHEMICAL-EQ,30.56,30.11,28.75,54.0,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:13:03
IRCON-EQ,126.18,131.12,143.12,40.02,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:13:04
INDIQUBE-EQ,185.2,173.87,173.35,62.3,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:13:07
NIPPOBATRY-EQ,330.9,335.48,351.82,48.64,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:13:08
BAJAJHCARE-EQ,326.9,331.56,340.85,45.85,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:13:10
EQUAL50-EQ,337.69,333.19,328.13,57.16,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:13:11
MBEL-EQ,267.3,299.04,316.71,32.07,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:13:12
MODIS-EQ,405.5,376.36,342.58,61.94,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:13:14
MEIL-EQ,274.95,292.09,297.64,37.15,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:13:15
ARSSBL-EQ,495.8,526.75,550.6,34.55,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:13:17
MAHLIFE-EQ,382.2,373.66,360.37,53.41,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:13:18
EXCELSOFT-EQ,75.17,79.43,82.7,41.33,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:13:19
CAMPUS-EQ,219.03,226.88,243.56,43.11,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:13:21
TATAMOTORS-EQ,342.0,344.55,351.6,49.42,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:13:22
RITCO-EQ,301.35,282.69,249.48,59.07,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:13:24
DCW-EQ,45.97,47.04,48.44,44.42,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:13:25
GSEC5IETF-EQ,66.45,66.05,64.85,53.92,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:13:31
DALMIASUG-EQ,410.1,371.24,334.37,63.99,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:13:33
UMIYA-MRO-EQ,89.8,89.28,86.25,50.8,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:13:35
SHREERAMA-EQ,38.38,40.9,49.11,38.98,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:13:36
