Stock,Symbol,LTP,Price,Bid Price,Bid Quantity,Ask Price,Ask Quantity,Total Buy Quantity,Total Sell Quantity,Last Trade Quantity,Trade Volume,Average Price,SMMA20,SMMA120,RSI,ETQ 5m,ETQ 20m,ETQ 60m,Average LTP 20m,Average LTP 60m,Crossover,Crossover Price,Signal,Confidence,Liquidity Pass,LTP Pass,Reasons,Scan Time
TARMAT,TARMAT-EQ,55.09,55.09,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8376.0,55.58,51.06127198098324,52.45253751504785,68.85369532428354,,,,,,NONE,,HOLD,25.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:44:06
TARC,TARC-EQ,128.53,128.53,0.0,0.0,0.0,0.0,0.0,0.0,200.0,816652.0,129.58,129.04786307343602,138.28371176309435,45.90102002266719,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:44:10
ADSL,ADSL-EQ,113.25,113.25,113.25,468.0,0.0,0.0,468.0,0.0,235.0,75603.0,113.33,118.05911496760913,123.28329477520558,49.51612903225805,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:44:12
MADHAV,MADHAV-EQ,34.27,34.27,34.27,149.0,0.0,0.0,149.0,0.0,41.0,2210.0,34.65,35.28803358326525,36.98196144349131,51.26964933494559,,,,,,NONE,,SELL,50.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 17:44:14
RATNAVEER,RATNAVEER-EQ,210.01,210.01,210.01,1.0,0.0,0.0,1.0,0.0,249.0,4209276.0,210.77,187.95086441004727,164.4231107730196,69.22713306546915,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:44:17
KECL,KECL-EQ,145.51,145.51,0.0,0.0,145.51,250.0,0.0,250.0,23.0,275774.0,145.98,129.42084227171898,107.9485789749515,65.07072905331883,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:44:19
RACE,RACE-EQ,102.31,102.31,102.31,21.0,0.0,0.0,21.0,0.0,3.0,12964.0,103.22,109.88186053517957,117.45168420672128,37.12469092193571,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:44:23
ANDHRAPAP,ANDHRAPAP-EQ,59.41,59.41,59.41,420.0,0.0,0.0,420.0,0.0,50.0,265349.0,59.52,61.66428118724609,64.07281102691464,36.785009861932956,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:44:25
20MICRONS,20MICRONS-EQ,184.13,184.13,0.0,0.0,0.0,0.0,0.0,0.0,135.0,106819.0,185.21,194.9829674842486,184.39674631859148,12.23786268313701,,,,,,BUY,195.77,HOLD,25.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI is strongly oversold']",2026-08-12 17:44:31
JAYBARMARU,JAYBARMARU-EQ,130.8,130.8,130.8,683.0,0.0,0.0,683.0,0.0,1993.0,569514.0,130.1,154.20479680475324,116.85475339674103,30.67862401284971,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:44:34
FSL,FSL-EQ,274.5,274.5,0.0,0.0,274.5,855.0,0.0,855.0,1.0,1861664.0,274.66,272.37855512509225,267.2248339164349,56.05823214518867,,,,,,BUY,330.7,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:44:36
SPARC,SPARC-EQ,202.21,202.21,202.21,2236.0,0.0,0.0,2236.0,0.0,1.0,733126.0,202.93,218.5121792076615,170.72236652369364,37.67824864430609,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:44:38
ADANIPOWER,ADANIPOWER-EQ,206.99,206.99,206.99,18153.0,0.0,0.0,18153.0,0.0,1.0,13943707.0,206.64,214.62113935817305,184.56395344370506,38.528301886792505,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:44:44
KOLTEPATIL,KOLTEPATIL-EQ,492.7,492.7,0.0,0.0,492.7,2291.0,0.0,2291.0,9.0,815709.0,497.54,400.4415225806316,371.43242924802854,76.71443193449335,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 17:44:46
KAVDEFENCE,KAVDEFENCE-EQ,58.59,58.59,0.0,0.0,58.59,369.0,0.0,369.0,25.0,89442.0,58.84,59.63401032262027,64.22587918523224,57.295373665480426,,,,,,NONE,,HOLD,35.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:44:49
VASCONEQ,VASCONEQ-EQ,31.26,31.26,0.0,0.0,31.26,900.0,0.0,900.0,1.0,1350368.0,30.98,33.23122428247683,37.197150170367784,45.190156599552594,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:44:53
RBLBANK,RBLBANK-EQ,389.8,389.8,0.0,0.0,389.8,3962.0,0.0,3962.0,38.0,2289848.0,387.63,371.18371171215455,333.01773328524024,84.43349753694577,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 17:44:55
SANDUMA,SANDUMA-EQ,202.89,202.89,202.89,1651.0,0.0,0.0,1651.0,0.0,50.0,684005.0,203.98,206.86712991142332,211.39484317635748,61.40637775960749,,,,,,SELL,199.91,HOLD,35.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:44:58
MVGJL,MVGJL-EQ,155.89,155.89,155.89,11.0,0.0,0.0,11.0,0.0,100.0,79302.0,158.16,161.23458673568484,164.0214932176633,51.29568106312292,,,,,,NONE,,SELL,50.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 17:45:00
NMDC,NMDC-EQ,85.9,85.9,85.9,1762.0,0.0,0.0,1762.0,0.0,300.0,18266091.0,85.38,85.39656123208006,84.02364504982877,65.14227642276421,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:45:02
PAKKA,PAKKA-EQ,70.76,70.76,70.76,1000.0,0.0,0.0,1000.0,0.0,52.0,24345.0,71.3,74.86146339867341,87.4534902728379,45.08301404853132,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:45:05
PURVA,PURVA-EQ,212.55,212.55,0.0,0.0,212.55,1.0,0.0,1.0,17.0,63859.0,211.42,215.35386001958437,218.32808630037346,47.94379712131599,,,,,,SELL,211.7,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:45:10
ESILVER,ESILVER-EQ,236.29,236.29,0.0,0.0,0.0,0.0,0.0,0.0,43.0,422704.0,236.06,226.32987429704795,240.81875940180348,71.89542483660134,,,,,,SELL,224.96,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 17:45:12
SUMIT,SUMIT-EQ,51.75,51.75,0.0,0.0,0.0,0.0,0.0,0.0,35.0,43185.0,51.79,50.264305995051934,50.21004267605512,47.0708446866485,,,,,,BUY,52.35,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:45:15
TRIVENI,TRIVENI-EQ,242.24,242.24,242.24,279.0,0.0,0.0,279.0,0.0,30.0,623829.0,241.41,323.84475943883234,371.1391035670362,40.901035351179935,,,,,,SELL,226.4,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:45:17
IOLCP,IOLCP-EQ,158.42,158.42,158.42,5.0,0.0,0.0,5.0,0.0,1.0,2000252.0,159.63,149.80000192971306,106.33521826456008,62.765244583426394,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:45:19
EVEREADY,EVEREADY-EQ,353.7,353.7,353.7,4.0,0.0,0.0,4.0,0.0,1.0,53250.0,353.92,350.7426210546761,330.4361540544561,51.148936170212735,,,,,,BUY,322.35,BUY,70.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 17:45:22
SATIN,SATIN-EQ,223.41,223.41,0.0,0.0,223.41,423.0,0.0,423.0,5.0,384703.0,222.67,240.53061051074192,191.12947949052258,26.788238620299694,,,,,,NONE,,HOLD,25.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI is strongly oversold']",2026-08-12 17:45:27
NIFTYBEES,NIFTYBEES-EQ,278.32,278.32,278.32,2702.0,0.0,0.0,2702.0,0.0,50.0,5635248.0,277.86,275.34792947187145,277.81226250248295,69.86215538847112,,,,,,NONE,,HOLD,25.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:45:30
ITETF,ITETF-EQ,33.12,33.12,33.12,5.0,0.0,0.0,5.0,0.0,4.0,295478.0,33.13,31.51237932523212,33.420177599726664,75.47169811320757,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 17:45:32
HDFCSENSEX,HDFCSENSEX-EQ,88.36,88.36,0.0,0.0,0.0,0.0,0.0,0.0,85.0,45453.0,88.21,87.69293863770939,89.16344581174596,68.08510638297878,,,,,,NONE,,HOLD,25.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:45:35
LICNETFN50,LICNETFN50-EQ,274.16,274.16,0.0,0.0,0.0,0.0,0.0,0.0,5.0,307.0,274.64,271.18358996026456,273.46297478620795,71.04651162790708,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 17:45:38
RADHIKAJWE,RADHIKAJWE-EQ,72.37,72.37,0.0,0.0,72.37,2876.0,0.0,2876.0,75.0,1844671.0,72.28,65.21464403672546,64.99037601738617,69.44052656323461,,,,,,BUY,72.24,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:45:42
